Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES TREATED MALE ,TOTAL CASES TREATED FEMALE,TOTAL CASES TREATED ,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Year,Incidence_Rate,POPULATION DENSITY
Tooro,Kitagwenda District,1,4,5,3616,2759,6375,6359,3580,9939,1675,1344,3019,1625,1337,2962,1,3,4,3589,2748,6337,6321,3564,9885,1609,1321,2930,1663,1338,3001,22157,1,3,4,3572,2733,6305,6226,3524,9750,1609,1321,2930,1654,1338,2992,175,509,684,8919,13062,21981,13276,9024,22300,1626,1341,2967,677,184947,273.1861152,0,0,2024,119.8018892,273.1861152
Acholi,Kitgum District,24,16,40,32672,18967,51639,29819,10760,40579,13972,11171,25143,18765,17686,36451,23,16,38,32567,18920,51487,29604,10657,40261,18547,17559,36106,13894,11121,25015,152907,23,15,38,32229,18700,50929,29383,10491,39874,18439,17437,35876,13836,11024,24860,1290,2571,3861,57667,93910,151577,95252,58600,153852,18789,17702,36491,4391,239655,54.57868367,3.3397,33.1689,2024,638.0296676,54.57868367
West Nile,Koboko District,17,14,31,11685,6376,18061,12965,4618,17583,5660,4450,10110,6702,6468,13170,15,13,28,11659,6362,18021,12958,4615,17573,6690,6451,13141,5651,4453,10104,58867,15,13,28,11548,6305,17853,13169,4576,17745,6644,6392,13036,5633,4421,10054,891,2030,2921,21707,37009,58716,37029,21926,58955,6719,6482,13201,739,271781,367.7686062,3.5237,31.0335,2024,216.5971867,367.7686062
Lango,Kole District,54,61,115,25446,7355,32801,18392,6228,24620,5542,3987,9529,6344,5712,12056,48,53,114,14787,7249,22036,18146,6145,24291,6258,5644,11902,5360,3937,9297,67640,54,60,114,14926,7336,22262,18295,6219,24514,6334,5704,12038,5440,3985,9425,2124,4369,6493,23304,45049,68353,55778,23343,79121,6398,5773,12171,1073,294301,274.278658,2.3031,0,2024,229.8327223,274.278658
Karamoja,Kotido District,37,23,60,9192,6115,15307,17249,7672,24921,6772,5471,12243,15816,14010,29826,37,23,60,9009,5925,14934,16593,7402,23995,15125,13622,28747,6571,5278,11849,79585,37,23,60,8752,5876,14628,16295,7327,23622,14966,13225,28191,6547,5274,11821,210,1147,1357,31725,46597,78322,49066,33291,82357,15853,14033,29886,3610,219734,60.86814404,3.0352,0,2024,362.1879181,60.86814404
Teso,Kumi District,10,12,22,27073,17294,44367,35611,15369,50980,12483,10035,22518,12781,11862,24643,8,9,17,26442,17022,43464,34484,14727,49211,12394,11477,23871,12048,9712,21760,138323,8,9,17,26556,17521,44077,34572,14801,49373,12381,11456,23837,12051,9708,21759,1274,2808,4082,53495,85568,139063,87958,54572,142530,12791,11874,24665,1005,286992,285.5641791,1.4877,33.9304,2024,481.9751073,285.5641791
Lango,Kwania District,13,14,27,13037,5904,18941,16582,6142,22724,4231,2903,7134,5686,4826,10512,13,14,27,13034,5905,18939,16358,6128,22486,5680,4819,10499,4232,2900,7132,59083,13,14,27,12994,5877,18871,16262,6119,22381,5645,4807,10452,4206,2890,7096,855,1651,2506,19707,39120,58827,39549,19789,59338,5699,4840,10539,1223,216125,176.7170891,1.9033,32.7633,2024,273.3742047,176.7170891
Bugisu,Kween District,0,0,0,1962,1925,3887,4730,3896,8626,849,778,1627,743,746,1489,0,0,0,1909,1874,3783,4434,3783,8217,710,723,1433,821,763,1584,15017,0,0,0,1907,1884,3791,4423,3761,8184,714,716,1430,827,759,1586,59,126,185,7120,7871,14991,8284,7345,15629,743,746,1489,851,129277,151.9118684,1.4126,34.5528,2024,116.1614208,151.9118684
North Central,Kyankwanzi District,11,11,22,6402,4577,10979,9164,5119,14283,3543,2996,6539,3968,3724,7692,5,1,5,5938,4138,10076,7969,4506,12475,3646,3395,7041,3197,2880,6077,35674,4,1,5,5750,3981,9731,7922,5089,13011,3519,3254,6773,3031,2638,5669,454,1521,1975,14963,20226,35189,23088,16427,39515,3979,3735,7714,2455,278432,113.4142566,1.2061,31.8164,2024,128.1246408,113.4142566
Tooro,Kyegegwa District,103,82,185,17325,12855,30180,24732,13701,38433,11387,9387,20774,11534,10753,22287,99,79,178,15209,11424,26633,21154,11952,33106,9880,9353,19233,9703,8300,18003,97153,99,79,178,16417,12190,28607,23269,13096,36365,10897,10289,21186,10755,9094,19849,796,2004,2800,44748,61437,106185,65081,46778,111859,11637,10835,22472,1882,501120,266.2699256,0.4818,31.055,2024,193.8717273,266.2699256
Tooro,Kyenjojo District,93,59,152,15063,11192,26255,20515,13530,34045,7127,6135,13262,7605,6900,14505,82,51,133,13796,10467,24263,18469,12399,30868,7023,6435,13458,6650,5720,12370,81092,82,51,133,13715,10452,24167,18522,12359,30881,6988,6407,13395,6574,5721,12295,545,1288,1833,34990,45881,80871,50403,37816,88219,7698,6959,14657,2352,543998,231.2916667,0.6093,30.6401,2024,149.0667245,231.2916667
South Central,Kyotera District,18,14,32,7766,6471,14237,12620,8068,20688,3902,3196,7098,3512,3366,6878,17,15,32,7755,6466,14221,12601,8060,20661,3500,3351,6851,3895,3194,7089,48854,17,15,32,7748,6465,14213,12567,8048,20615,3497,3345,6842,3898,3184,7082,228,733,961,21057,27727,48784,27818,21115,48933,3530,3380,6910,1723,275917,160.1375508,0.6359,31.5456,2024,177.0604928,160.1375508
Acholi,Lamwo District,31,26,57,48061,35377,83438,30575,9730,40305,19053,16437,35490,18752,18533,37285,31,26,57,46426,34038,80464,29409,9282,38691,17947,17722,35669,18384,15816,34200,189081,31,26,57,47339,35005,82344,30186,9565,39751,18578,18175,36753,18983,16282,35265,824,2043,2867,79053,115117,194170,116472,80103,196575,18783,18559,37342,5588,213156,38.14531138,3.491,32.808,2024,887.0545516,38.14531138
Lango,Lango,332,357,689,193312,92313,285625,225943,82545,308488,70532,51975,122507,86127,77950,164077,324,346,690,181517,91442,272959,223170,81384,304554,85519,77318,162837,69991,51594,121585,862625,337,353,690,179862,90678,270540,221989,80743,302732,84829,76718,161547,69423,51203,120626,15067,30611,45678,299695,556440,856135,576246,305140,881386,86459,78307,164766,12856,2546118,198.0490044,0,0,2024,338.800087,198.0490044
Lango,Lira City,29,31,60,9696,5711,15407,19014,8354,27368,4328,3636,7964,6189,6229,12418,29,29,57,9362,5541,14903,18023,7964,25987,6007,6052,12059,4242,3562,7804,60810,28,29,57,9195,5450,14645,18291,7834,26125,5974,5952,11926,4164,3519,7683,519,1539,2058,22784,37652,60436,39256,23961,63217,6218,6260,12478,285,245132,860.1122807,2.2596,32.8903,2024,248.0704274,860.1122807
Lango,Lira District,7,10,17,14902,7018,21920,23098,7770,30868,5699,3920,9619,7406,6671,14077,7,10,17,14848,6957,21805,22816,7714,30530,7373,6648,14021,5659,3886,9545,75918,7,10,17,14819,6943,21762,22835,7696,30531,7367,6637,14004,5672,3904,9576,855,1526,2381,25190,50700,75890,51112,25389,76501,7413,6681,14094,1046,242216,231.5640535,2.2316,32.9438,2024,313.4309872,231.5640535
Busoga,Luuka District,3,2,5,30197,15017,45214,44511,14391,58902,17092,12663,29755,22374,19029,41403,3,2,5,30216,15014,45230,44456,14391,58847,22373,19032,41405,17087,12663,29750,175237,3,2,5,30107,14949,45056,43885,14289,58174,22312,18973,41285,17056,12634,29690,3102,8283,11385,60847,113363,174210,114177,61102,175279,22377,19031,41408,650,298639,459.4446154,0.7251,33.3037,2024,586.785383,459.4446154
North Central,Luwero District,202,204,406,29288,24640,53928,35962,22703,58665,15257,14321,29578,14030,13786,27816,144,151,246,25309,21997,47306,28267,331944,360211,12599,12169,24768,13982,13087,27069,459600,125,121,246,24981,21757,46738,27681,17356,45037,12391,13124,25515,13888,12902,26790,1035,3135,4170,65260,79066,144326,94739,75654,170393,14232,13990,28222,2216,616242,278.0875451,0.8271,0,2024,745.810899,278.0875451
South Central,Lwengo District,13,13,26,5592,4203,9795,7945,4492,12437,2644,2259,4903,2560,2529,5089,11,13,24,5557,4153,9710,7687,4140,11827,2472,2438,4910,2624,2232,4856,31327,11,13,24,5554,4153,9707,7679,4122,11801,2467,2431,4898,2617,2226,4843,282,835,1117,12945,18328,31273,18754,13496,32250,2573,2542,5115,988,325263,329.2135628,0.4165,31.3999,2024,96.31282993,329.2135628
South Central,Lyantonde District,8,2,10,2860,2359,5219,3884,2555,6439,1437,1235,2672,1114,1061,2175,8,2,10,2862,2359,5221,3882,2556,6438,1119,1064,2183,1436,1235,2671,16523,8,2,10,2829,2330,5159,3819,2529,6348,1100,1053,2153,1419,1220,2639,34,297,331,7134,9175,16309,9303,7212,16515,1122,1063,2185,887,133017,149.9627959,0.2241,31.2168,2024,124.2172053,149.9627959
West Nile,Madi-Okollo District,24,25,49,10873,7160,18033,11375,4517,15892,4179,3587,7766,4018,4009,8027,24,25,49,10388,6718,17106,10991,4401,15392,3804,3777,7581,3963,3353,7316,47444,24,25,49,10898,7156,18054,11488,4485,15973,3985,3999,7984,4183,3578,7761,656,1403,2059,19243,30578,49821,30469,19298,49767,4042,4034,8076,2048,178051,86.93896484,2.8218,31.2168,2024,266.4629797,86.93896484
Bugisu,Manafwa District,6,2,8,4585,3183,7768,8735,5585,14320,3011,2445,5456,4926,4266,9192,5,2,7,4563,3166,7729,8679,5555,14234,4909,4243,9152,3007,2433,5440,36562,5,2,7,4559,3161,7720,8616,5535,14151,4862,4221,9083,2998,2431,5429,542,1050,1592,15350,21040,36390,21263,15481,36744,4932,4268,9200,237,186917,788.6793249,0,0,2024,195.6055361,788.6793249
West Nile,Maracha District,1,1,2,10463,6044,16507,10386,3647,14033,4021,2955,6976,3388,3150,6538,1,1,2,10354,5982,16336,10194,3512,13706,3348,3108,6456,3973,2917,6890,43390,1,1,2,9870,5842,15712,9803,3405,13208,3184,2949,6133,3801,2793,6594,839,1819,2658,14990,26659,41649,28259,15797,44056,3389,3151,6540,440,234712,533.4363636,3.2873,30.9403,2024,184.8648557,533.4363636
South Central,Masaka City,30,22,52,1778,1387,3165,3632,2739,6371,938,846,1784,1110,1075,2185,29,20,44,1709,1329,3038,3385,2526,5911,1085,1031,2116,914,829,1743,12852,24,20,44,1713,1337,3050,3416,2528,5944,1084,1012,2096,913,831,1744,176,424,600,5728,7150,12878,7488,6069,13557,1140,1097,2237,340,294166,865.1941176,0.3427,31.7369,2024,43.68961743,865.1941176
South Central,Masaka District,3,1,4,1308,1018,2326,2548,1643,4191,606,551,1157,578,549,1127,3,0,3,1306,1018,2324,2542,1639,4181,578,551,1129,606,551,1157,8794,3,0,3,1298,1011,2309,2517,1625,4142,578,549,1127,605,550,1155,51,192,243,3735,5001,8736,5043,3762,8805,581,550,1131,855,115455,135.0350877,0.4464,31.9018,2024,76.16820406,135.0350877
Bunyoro,Masindi District,8,5,13,10186,7302,17488,12920,7856,20776,5134,4381,9515,5644,5382,11026,6,3,13,9794,7076,16870,12001,7387,19388,5381,5076,10457,4913,4191,9104,55832,8,5,13,9654,6951,16605,11599,7125,18724,5288,5029,10317,4845,4130,8975,615,1304,1919,23240,31394,54634,33892,24926,58818,5652,5387,11039,3891,342635,88.05833976,1.6873,31.7138,2024,162.9489106,88.05833976
Busoga,Mayuge District,80,66,146,23755,13269,37024,38263,16602,54865,14355,11595,25950,19001,16686,35687,80,66,138,23546,13218,36764,37983,16526,54509,18926,16619,35545,14296,11551,25847,152803,76,62,138,23419,13099,36518,37807,16421,54228,18857,16542,35399,14651,11479,26130,2468,4841,7309,57603,94810,152413,95454,58218,153672,19081,16752,35833,1075,577563,537.267907,0.3125,33.528,2024,264.5650777,537.267907
Bugisu,Mbale City,194,153,347,10075,6397,16472,21876,11075,32951,5808,4593,10401,8046,6927,14973,153,113,265,9840,6227,16067,21080,10723,31803,7892,6783,14675,5672,4467,10139,72949,153,112,265,9800,6215,16015,20861,10657,31518,7814,6711,14525,5621,4413,10034,505,1736,2241,28108,44249,72357,45999,29145,75144,8240,7080,15320,156,290414,1861.628205,1.0871,34.1781,2024,251.1896809,1861.628205
Bugisu,Mbale District,8,3,11,12597,7631,20228,21412,8182,29594,6607,4911,11518,9406,7516,16922,4,2,6,12552,7602,20154,21043,8117,29160,9266,7480,16746,6595,4900,11495,77561,4,2,6,12486,7537,20023,20778,8000,28778,9295,8574,17869,6549,4883,11432,754,1642,2396,28996,49112,78108,50030,28243,78273,9414,7519,16933,360,290356,806.5444444,1.0344,34.1977,2024,267.1238066,806.5444444
Ankole,Mbarara City,6,8,14,1105,759,1864,3035,1905,4940,509,426,935,612,610,1222,2,2,4,722,661,1383,1676,1346,3022,516,566,1082,398,366,764,6255,2,2,4,718,656,1374,1674,1342,3016,503,547,1050,393,357,750,18,94,112,2904,3290,6194,5267,3708,8975,618,618,1236,471,264425,561.4118896,0.6121,0,2024,23.65510069,561.4118896
Ankole,Mbarara District,0,1,1,1569,1390,2959,2606,1640,4246,680,642,1322,735,696,1431,0,1,1,1441,1299,2740,2187,1426,3613,629,573,1202,632,609,1241,8797,0,1,1,1424,1284,2708,2171,1413,3584,621,568,1189,630,603,1233,19,144,163,3869,4846,8715,5590,4369,9959,735,697,1432,773,174039,225.1474774,0.6121,30.6373,2024,50.54614196,225.1474774
Ankole,Mitooma District,15,8,23,4399,3647,8046,6241,4213,10454,2072,1859,3931,1422,1197,2619,15,8,23,4321,3565,7886,6097,3934,10031,1403,1163,2566,2028,1808,3836,24342,15,8,23,4232,3478,7710,5979,3834,9813,1380,1140,2520,1985,1782,3767,69,268,337,10242,13591,23833,14149,10924,25073,1437,1205,2642,544,226009,415.4577206,0.6193,30.0203,2024,107.7036755,415.4577206
North Central,Mityana District,25,21,46,10827,7778,18605,17405,9702,27107,5658,4698,10356,6034,5744,11778,19,16,42,10256,7382,17638,16023,9093,25116,5699,5374,11073,5311,4399,9710,63579,22,20,42,10388,7487,17875,16583,9170,25753,5771,5403,11174,5426,4468,9894,324,1146,1470,26548,38190,64738,39949,27943,67892,6059,5765,11824,1525,407386,267.1383607,0.4016,32.044,2024,156.065746,267.1383607
Karamoja,Moroto District,5,8,13,4961,3536,8497,6558,3544,10102,3197,2717,5914,6657,6309,12966,5,8,13,4875,3533,8408,6352,3500,9852,6651,6264,12915,3177,2699,5876,37064,5,8,13,4740,3439,8179,6259,3446,9705,6597,6210,12807,3155,2690,5845,159,526,685,15793,20756,36549,21378,16114,37492,6662,6317,12979,3533,103639,29.33455986,2.7495,34.5971,2024,357.6259902,29.33455986
West Nile,Moyo District,1,3,4,6777,5517,12294,6854,3502,10356,2946,2571,5517,2969,2885,5854,1,3,4,6723,5468,12191,6777,3473,10250,2948,2864,5812,2919,2547,5466,33723,1,3,4,6651,5392,12043,6699,3452,10151,2911,2835,5746,2877,2502,5379,146,412,558,14184,19139,33323,19547,14478,34025,2970,2888,5858,1072,109572,102.2126866,3.636,31.7651,2024,307.7702333,102.2126866
South Central,Mpigi District,2,6,8,4590,4083,8673,8835,6742,15577,2113,2115,4228,2613,2595,5208,0,6,6,4441,3964,8405,8359,6444,14803,2487,2466,4953,2040,2038,4078,32245,0,6,6,4363,3868,8231,8281,6378,14659,2450,2420,4870,1986,2004,3990,169,750,919,14676,17080,31756,18153,15541,33694,2615,2601,5216,1204,326690,271.3372093,0.2274,32.3249,2024,98.70213352,271.3372093
North Central,Mubende District,82,68,150,14323,10301,24624,23152,14922,38074,6946,5862,12808,6976,6116,13092,81,68,156,14025,10194,24219,22670,14731,37401,6913,6041,12954,6862,5774,12636,87366,81,75,156,14150,10257,24407,22836,14741,37577,7506,6071,13577,6929,5829,12758,1039,2825,3864,36973,51502,88475,51479,37269,88748,7058,6184,13242,2711,522015,192.554408,0.449,31.3542,2024,167.3630068,192.554408
North Central,Mukono District,253,200,453,18091,14483,32574,29670,18167,47837,10377,9413,19790,11122,9935,21057,175,144,326,16658,13691,30349,27918,17039,44957,10224,9333,19557,9727,8895,18622,113811,179,147,326,16359,13377,29736,27369,16871,44240,10061,9215,19276,9572,8714,18286,756,2556,3312,48324,63540,111864,69513,52198,121711,11375,10135,21510,1831,929224,507.4953577,0.2835,0,2024,122.4796174,507.4953577
Karamoja,Nabilatuk District,32,19,51,3992,2314,6306,5564,1852,7416,3158,2487,5645,9609,8285,17894,32,19,51,3992,2314,6306,5564,1842,7406,9603,8284,17887,3158,2485,5643,37293,32,19,51,3968,2288,6256,5538,1831,7369,9505,8185,17690,3099,2431,5530,244,714,958,14754,22142,36896,22355,14957,37312,9641,8304,17945,1561,136785,87.62652146,2.091,34.5971,2024,272.6395438,87.62652146
Karamoja,Nakapiripirit District,14,10,24,5100,3234,8334,8283,7770,16053,3363,2701,6064,10463,9619,20082,14,10,25,5085,3230,8315,8237,7772,16009,10460,9636,20096,3371,2700,6071,50516,14,11,25,5026,3190,8216,8160,7381,15541,10373,9529,19902,3343,2677,6020,324,784,1108,22788,26916,49704,27223,23334,50557,10477,9629,20106,2641,111681,42.28739114,1.7013,34.5971,2024,452.32403,42.28739114
North Central,Nakaseke District,17,4,21,8449,6784,15233,12084,9260,21344,4584,4003,8587,4679,4490,9169,17,1,18,8071,6561,14632,11255,8849,20104,4396,4212,8608,4381,3871,8252,51614,17,1,18,7950,6398,14348,10994,8598,19592,4492,4108,8600,4249,3728,7977,273,821,1094,22833,27702,50535,29813,24541,54354,4696,4494,9190,3475,251398,72.3447482,1.2231,32.0837,2024,205.3079181,72.3447482
North Central,Nakasongola District,25,24,49,13929,10391,24320,15515,9852,25367,7237,6329,13566,8519,8165,16684,17,13,30,13087,9871,22958,14313,9008,23321,8105,7682,15787,6869,6001,12870,74966,17,13,30,12920,9791,22711,15019,8834,23853,8018,7626,15644,6778,5870,12648,558,1489,2047,32134,42752,74886,45225,34761,79986,8544,8189,16733,3314,226074,68.21786361,1.349,32.4467,2024,331.5993878,68.21786361
Busoga,Namayingo District,16,4,20,11032,6993,18025,21237,12333,33570,4847,3914,8761,6077,5657,11734,15,4,19,11025,6977,18002,21214,12307,33521,6058,5656,11714,4844,3910,8754,72010,15,4,19,10833,6929,17762,20910,12122,33032,6021,5612,11633,4798,3881,8679,1219,2229,3448,28548,42577,71125,43209,28901,72110,6093,5661,11754,587,266716,454.3713799,0.3426,33.8411,2024,269.9875523,454.3713799
Bugisu,Namisindwa District,70,63,133,5207,3290,8497,9433,4301,13734,2626,2045,4671,3392,2737,6129,70,63,133,4525,3053,7578,7425,3528,10953,3032,2499,5531,2418,1930,4348,28543,70,63,133,4471,3038,7509,7357,3497,10854,2975,2454,5429,2364,1904,4268,822,1282,2104,10956,17237,28193,20728,12436,33164,3462,2800,6262,298,257346,863.5771812,0.9054,34.3754,2024,110.9129343,863.5771812
Busoga,Namutumba District,7,5,12,11389,6448,17837,21382,9408,30790,6542,5162,11704,9720,8765,18485,6,5,11,11229,6358,17587,20921,9223,30144,9551,8607,18158,6445,5098,11543,77443,6,5,11,11224,6354,17578,20728,9209,29937,9544,8615,18159,6444,5089,11533,907,2123,3030,29272,47946,77218,49040,29788,78828,9727,8770,18497,812,311339,383.4224138,0.8493,33.6623,2024,248.7417253,383.4224138
Karamoja,Napak District,16,10,26,9232,5223,14455,14028,4860,18888,6579,5110,11689,13873,13031,26904,17,9,26,8676,4867,13543,12849,4495,17344,12862,12161,25023,6063,4672,10735,66671,16,10,26,9076,5097,14173,13797,4749,18546,13740,12905,26645,6503,5031,11534,413,1032,1445,27792,43132,70924,43728,28234,71962,13889,13041,26930,4822,211830,43.9299046,2.4265,34.331,2024,314.7382335,43.9299046
West Nile,Nebbi District,15,17,32,14302,8352,22654,17895,7105,25000,6448,5397,11845,7639,7417,15056,12,14,26,13826,8158,21984,17027,6906,23933,7381,7185,14566,6274,5283,11557,72066,12,14,26,13978,8202,22180,17282,6957,24239,7468,7273,14741,6335,5302,11637,1120,2029,3149,27748,45075,72823,46299,28288,74587,7654,7434,15088,987,299398,303.3414387,2.4104,31.2168,2024,240.7030107,303.3414387
Teso,Ngora District,102,31,133,11959,8094,20053,16718,7531,24249,4897,3781,8678,4325,3734,8059,100,31,131,11959,7735,19694,16721,7526,24247,4344,3747,8091,4892,3781,8673,60836,100,31,131,11805,7617,19422,16550,7472,24022,4313,3730,8043,4850,3719,8569,1655,3090,4745,22569,37618,60187,38001,23171,61172,4427,3765,8192,640,213777,334.0265625,1.4908,33.7518,2024,284.5769189,334.0265625
North Central,North Central,835,706,1541,151235,119541,270776,220766,135917,356683,84635,73595,158230,93210,86630,179840,626,526,1129,141905,110119,252024,203042,439759,642801,88114,81838,169952,80091,70203,150294,1216200,615,514,1129,140542,108835,249377,202043,124771,326814,89729,82145,171874,79228,69180,148408,7776,22040,29816,385445,512157,897602,550681,416389,967070,94045,87336,181381,0,1428775,0,0,0,2024,851.2187013,0
Tooro,Ntoroko District,2,4,6,970,612,1582,1756,856,2612,529,441,970,648,591,1239,2,4,6,919,586,1505,1641,794,2435,589,533,1122,511,424,935,6003,2,4,6,930,589,1519,1666,807,2473,610,546,1156,507,414,921,47,117,164,2360,3715,6075,3905,2504,6409,650,595,1245,1236,114858,92.92718447,1.0125,30.3897,2024,52.26453534,92.92718447
Ankole,Ntungamo District,11,5,16,6106,5169,11275,10109,6950,17059,2162,1914,4076,2040,1924,3964,11,4,15,6026,5111,11137,9863,6788,16651,2013,1894,3907,2116,1887,4003,35713,11,4,15,5911,4991,10902,9693,6684,16377,1900,1755,3655,2060,1839,3899,67,293,360,15273,19575,34848,20428,15962,36390,2051,1929,3980,1999,552786,276.5312656,0.9807,30.2513,2024,64.6054712,276.5312656
Acholi,Nwoya District,20,18,38,13988,7909,21897,19309,7461,26770,8431,6815,15246,11560,11042,22602,19,18,37,13988,7912,21900,19308,7453,26761,11560,11041,22601,8431,6815,15246,86545,19,18,37,13890,7857,21747,19046,7373,26419,11475,10960,22435,8351,6746,15097,1035,2332,3367,32954,52781,85735,53308,33245,86553,11580,11060,22640,4679,220593,47.1453302,2.6351,32.0028,2024,392.328859,47.1453302
West Nile,Obongi District,11,5,16,8220,5686,13906,7945,3002,10947,2612,2229,4841,3575,3588,7163,2,2,27,5974,4483,10457,5475,2277,7752,2640,2576,5216,2087,1765,3852,27304,13,14,27,5981,4471,10452,5562,2286,7848,2611,2548,5159,2138,1796,3934,158,405,563,11115,16305,27420,22363,14510,36873,3586,3593,7179,837,142983,170.827957,3.4335,31.5827,2024,190.9597644,170.827957
Acholi,Omoro District,19,20,39,24113,12354,36467,25445,6780,32225,11103,8196,19299,13968,12880,26848,18,19,36,23731,12310,36041,25258,6734,31992,13909,12822,26731,11066,8165,19231,114031,18,18,36,23558,12176,35734,24858,6691,31549,13788,12719,26507,10923,8038,18961,1257,2688,3945,39642,73145,112787,74648,40230,114878,13987,12900,26887,1483,207339,139.8105192,2.7152,32.492,2024,549.9737145,139.8105192
Lango,Otuke District,7,7,14,16663,8846,25509,15728,4589,20317,7352,5289,12641,8172,6974,15146,7,7,14,16176,8546,24722,15353,4452,19805,8067,6872,14939,7221,5167,12388,71868,7,7,14,15832,8348,24180,15106,4325,19431,7867,6697,14564,7073,5059,12132,1020,2324,3344,24436,45885,70321,47922,25705,73627,8179,6981,15160,1549,161069,103.9825694,2.5214,33.3486,2024,446.1938672,103.9825694
Lango,Oyam District,153,178,331,33675,16059,49734,44327,16220,60547,13694,10086,23780,18910,17309,36219,151,177,337,33630,15985,49615,44177,15981,60158,18861,17272,36133,13636,10030,23666,169909,160,177,337,33497,15921,49418,44124,15889,60013,18758,17183,35941,13569,9999,23568,4745,8800,13545,59169,110108,169277,110759,59852,170611,19063,17487,36550,2196,477464,217.424408,2.2776,32.4467,2024,355.8571955,217.424408
